duplicate_group,english_raw,occurrence_count,source_labels,source_files
dup_00846,WEEZING,3,nickname | nickname | inline_112,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00847,WHISKERS,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00848,WHISMUR,2,nickname | inline_372,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00849,WHITE FLUTE,3,name | gText_WhiteFlute2 | gText_WhiteFlute,src/data/items.h | src/strings.c | src/strings.c
dup_00850,WHITE SMOKE,2,gEasyChatWord_WhiteSmoke | inline_155,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00851,WIGGLYTUFF,2,nickname | inline_42,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00852,WILTON,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00853,WINGULL: Pihyoh!$,3,FortreeCity_House4_Text_Wingull | MossdeepCity_House2_Text_Wingull | Route119_House_Text_Wingull,data/maps/FortreeCity_House4/scripts.inc | data/maps/MossdeepCity_House2/scripts.inc | data/maps/Route119_House/scripts.inc
dup_00854,WINONA,6,trainerName | trainerName | trainerName | trainerName | trainerName | gText_Winona,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/strings.c
dup_00855,WINSTON,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00856,WISH,2,categoryName | inline_276,src/data/pokemon/pokedex_entries.h | src/data/text/move_names.h
dup_00857,WITHDRAW,2,inline_113 | gPCText_Withdraw,src/data/text/move_names.h | src/strings.c
dup_00858,WOBBUFFET,2,nickname | inline_204,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00859,WONDER CARDS,2,sText_WonderCards | gText_WonderCards,src/data/union_room.h | src/strings.c
dup_00860,WONDER GUARD,2,gEasyChatWord_WonderGuard | inline_107,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00861,WONDER NEWS,2,sText_WonderNews | gText_WonderNews,src/data/union_room.h | src/strings.c
dup_00862,WOOD GECKO,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00863,WOOL,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00864,WOOPER,2,nickname | inline_196,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00865,WORM,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00866,WYNAUT,2,nickname | inline_362,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00867,Want to play again?,2,gText_WantToPlayAgain | gText_WantToPlayAgain2,src/strings.c | src/strings.c
dup_00868,We await your challenge on\nanother occasion!$,4,BattleFrontier_BattleArenaLobby_Text_AwaitAnotherChallenge | BattleFrontier_BattleArenaLobby_Text_AwaitAnotherChallenge2 | FallarborTown_BattleTentLobby_Text_AwaitAnotherChallenge | FallarborTown_BattleTentLobby_Text_AwaitAnotherChallenge2,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc | data/maps/BattleFrontier_BattleArenaLobby/scripts.inc | data/text/battle_tent.inc | data/text/battle_tent.inc
dup_00869,We hope to see you again!$,3,gText_WeHopeToSeeYouAgain | gText_WeHopeToSeeYouAgain2 | Text_WeHopeToSeeYouAgain,data/text/pkmn_center_nurse.inc | data/text/pkmn_center_nurse.inc | data/text/record_mix.inc
dup_00870,We hope you will participate another\ntime.$,2,LilycoveCity_ContestLobby_Text_ParticipateAnotherTime | LilycoveCity_ContestLobby_Text_ParticipateAnotherTime2,data/scripts/contest_hall.inc | data/scripts/contest_hall.inc
dup_00871,We look forward to your next visit.$,2,BattleFrontier_BattleFactoryLobby_Text_LookForwardToNextVisit | SlateportCity_BattleTentLobby_Text_LookForwardToNextVisit,data/maps/BattleFrontier_BattleFactoryLobby/scripts.inc | data/text/battle_tent.inc
dup_00872,We'll return your personal POKéMON.$,2,BattleFrontier_BattleFactoryLobby_Text_WellReturnMons | SlateportCity_BattleTentLobby_Text_ReturnPersonalMons,data/maps/BattleFrontier_BattleFactoryLobby/scripts.inc | data/text/battle_tent.inc
dup_00873,"We're the CLEANUP BROTHERS!\pThe old one dumps the detergent,\nand the young one does the scrubbing!$",2,SSTidalLowerDeck_Text_PhillipPostBattle | SSTidalLowerDeck_Text_LeonardPostBattle,data/maps/SSTidalLowerDeck/scripts.inc | data/maps/SSTidalLowerDeck/scripts.inc
dup_00874,"We've been waiting for you!\pBefore we resume your challenge,\nI must save the game.$",2,BattleFrontier_BattleFactoryLobby_Text_WaitingForYouToResume | SlateportCity_BattleTentLobby_Text_BeenWaitingForYou,data/maps/BattleFrontier_BattleFactoryLobby/scripts.inc | data/text/battle_tent.inc
dup_00875,"When I was young, I traveled the world\nas a POKéMON TRAINER.\pNow that I've become an old buzzard,\nmy only amusement is watching young\lTRAINERS battle.$",2,RS_MysteryEventsHouse_Text_OldManGreeting | SootopolisCity_MysteryEventsHouse_1F_Text_OnlyAmusementWatchingBattles,data/maps/MossdeepCity_GameCorner_1F/scripts.inc | data/maps/SootopolisCity_MysteryEventsHouse_1F/scripts.inc
dup_00876,"When not under command by its TRAINER,\na POKéMON may be unable to effectively\luse certain moves.\pA POKéMON is not good at using any\nmove that it dislikes.\pIf a POKéMON only knows moves that\ndo not match its nature, it will often\lbe unable to live up to its potential.$",2,BattleFrontier_BattlePalaceLobby_Text_ExplainRulesUnderpowered | VerdanturfTown_BattleTentLobby_Text_ExplainUnderpoweredRules,data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc | data/text/battle_tent.inc
dup_00877,"When you have fortified your heart\nand POKéMON, you must return.$",2,BattleFrontier_BattlePalaceLobby_Text_ReturnWhenFortified | VerdanturfTown_BattleTentLobby_Text_ReturnFortified,data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc | data/text/battle_tent.inc
dup_00878,"When {STR_VAR_1} encountered the rare\n{STR_VAR_2}, the TRAINER sent out\lthe POKéMON {STR_VAR_3}.$",2,gTVBreakingNewsText02 | gTVBreakingNewsText06,data/text/tv.inc | data/text/tv.inc
dup_00879,Which CONTEST would you like to enter?$,3,LilycoveCity_ContestLobby_Text_EnterWhichContest1 | LilycoveCity_ContestLobby_Text_EnterWhichContest2 | LilycoveCity_ContestLobby_Text_EnterWhichContest3,data/scripts/contest_hall.inc | data/scripts/contest_hall.inc | data/scripts/contest_hall.inc
dup_00880,Which POKéMON would you like to enter?$,3,LilycoveCity_ContestLobby_Text_EnterWhichPokemon1 | LilycoveCity_ContestLobby_Text_EnterWhichPokemon2 | LilycoveCity_ContestLobby_Text_EnterWhichPokemon3,data/scripts/contest_hall.inc | data/scripts/contest_hall.inc | data/scripts/contest_hall.inc
dup_00881,Which heading do you want to read?$,9,BattleFrontier_BattleArenaLobby_Text_ReadWhichHeading | BattleFrontier_BattleDomeLobby_Text_ReadWhichHeading | BattleFrontier_BattleFactoryLobby_Text_ReadWhichHeading | BattleFrontier_BattlePalaceLobby_Text_ReadWhichHeading | BattleFrontier_BattlePikeLobby_Text_ReadWhichHeading | BattleFrontier_BattlePyramidLobby_Text_ReadWhichHeading | BattleFrontier_BattleTowerLobby_Text_ReadWhichHeading | SlateportCity_BattleTentLobby_Text_ReadWhichHeading | VerdanturfTown_BattleTentLobby_Text_ReadWhichHeading,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc | data/maps/BattleFrontier_BattleDomeLobby/scripts.inc | data/maps/BattleFrontier_BattleFactoryLobby/scripts.inc | data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc | data/maps/BattleFrontier_BattlePikeLobby/scripts.inc | data/maps/BattleFrontier_BattlePyramidLobby/scripts.inc | data/maps/BattleFrontier_BattleTowerLobby/scripts.inc | data/text/battle_tent.inc | data/text/battle_tent.inc
dup_00882,Which topic would you like?$,2,LilycoveCity_ContestLobby_Text_WhichTopic1 | LilycoveCity_ContestLobby_Text_WhichTopic2,data/scripts/contest_hall.inc | data/scripts/contest_hall.inc
dup_00883,Which would you like to learn about?$,2,BattleFrontier_ReceptionGate_Text_LearnAboutWhich2 | BattleFrontier_ReceptionGate_Text_LearnAboutWhich1,data/maps/BattleFrontier_ReceptionGate/scripts.inc | data/maps/BattleFrontier_ReceptionGate/scripts.inc
dup_00884,With honor I admit defeat!$,2,Route113_Text_LaoDefeat | Route113_Text_LaoRematchDefeat,data/text/trainers.inc | data/text/trainers.inc
dup_00885,"With my POKéMON, I have traveled\nto the world's four corners.\pYou might say I have some confidence\nin my abilities.$",2,Route121_Text_WalterIntro | Route121_Text_WalterRematchIntro,data/text/trainers.inc | data/text/trainers.inc
dup_00886,Would you like to enter a CONTEST?$,2,LilycoveCity_ContestLobby_Text_EnterContest2 | LilycoveCity_ContestLobby_Text_EnterContest3,data/scripts/contest_hall.inc | data/scripts/contest_hall.inc
dup_00887,Would you like to save and quit\nthe game?$,2,BattleFrontier_BattleFactoryPreBattleRoom_Text_SaveAndQuitGame | BattleFrontier_BattlePalaceBattleRoom_Text_SaveAndQuitGame,data/maps/BattleFrontier_BattleFactoryPreBattleRoom/scripts.inc | data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc
dup_00888,Would you like to save and\nquit the game?$,2,BattleFrontier_BattleDomePreBattleRoom_Text_SaveAndQuitGame | BattleFrontier_BattleTowerBattleRoom_Text_SaveAndQuitGame,data/maps/BattleFrontier_BattleDomePreBattleRoom/scripts.inc | data/maps/BattleFrontier_BattleTowerBattleRoom/scripts.inc
dup_00889,"Wow!\n{PLAYER}, you are strong, after all!$",2,VictoryRoad_1F_Text_WallyEntranceDefeat | VictoryRoad_1F_Text_WallyDefeat,data/maps/VictoryRoad_1F/scripts.inc | data/maps/VictoryRoad_1F/scripts.inc
dup_00890,YANMA,2,nickname | inline_195,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00891,YELLOW FLUTE,3,name | gText_YellowFlute2 | gText_YellowFlute,src/data/items.h | src/strings.c | src/strings.c
dup_00892,YELLOW SHARD,2,name | gText_YellowShard,src/data/items.h | src/strings.c
dup_00893,YES,4,gEasyChatWord_Yes | gText_Yes | gText_Yes2 | gText_Yes3,src/data/easy_chat/easy_chat_group_greetings.h | src/strings.c | src/strings.c | src/strings.c
dup_00894,YES\nNO,2,sUnusedText_YesNo | gText_YesNo,src/berry_blender.c | src/strings.c
dup_00895,Yikes!\nYou're better than I expected!$,3,Route104_Text_MayDefeat | Route110_Text_MayDefeated | RustboroCity_Text_MayDefeat,data/maps/Route104/scripts.inc | data/maps/Route110/scripts.inc | data/maps/RustboroCity/scripts.inc
dup_00896,You can't hold any more!,2,gText_CantHoldAnyMore | gText_CantHoldMore,src/strings.c | src/strings.c
dup_00897,You declined the offer.\p,2,sText_OfferDeclined1 | sText_OfferDeclined2,src/data/union_room.h | src/data/union_room.h
dup_00898,You don't have enough COINS.$,2,MauvilleCity_GameCorner_Text_NotEnoughCoins | Roulette_Text_NotEnoughCoins,data/maps/MauvilleCity_GameCorner/scripts.inc | data/scripts/roulette.inc
dup_00899,You may swap POKéMON only with\nthe TRAINER you have just defeated.\pYou may swap for only those POKéMON\nused by the beaten TRAINER.$,2,BattleFrontier_BattleFactoryLobby_Text_ExplainSwapPartnerRules | SlateportCity_BattleTentLobby_Text_ExplainSwapPartnerRules,data/maps/BattleFrontier_BattleFactoryLobby/scripts.inc | data/text/battle_tent.inc
dup_00900,You really do have to be careful with\nany sort of fire in a forest.\pDon't ever underestimate the power\nof fire.$,2,Route114_Text_BerniePostBattle | Route114_Text_BerniePostRematch,data/text/trainers.inc | data/text/trainers.inc
dup_00901,"You want to chat, huh?\nSure, just wait a little.",2,sText_WaitForChatMale | sText_WaitForChatMale2,src/data/union_room.h | src/data/union_room.h
dup_00902,You won't battle? I'm disappointed\nthat I can't see you battle…$,2,RS_MysteryEventsHouse_Text_YouWontBattle | SootopolisCity_MysteryEventsHouse_1F_Text_YouWontBattle,data/maps/MossdeepCity_GameCorner_1F/scripts.inc | data/maps/SootopolisCity_MysteryEventsHouse_1F/scripts.inc
dup_00903,You're loaded with items.\nI can't give you this GREAT BALL.$,2,PetalburgWoods_Text_YoureLoadedWithItems | RustboroCity_Text_YoureLoadedWithItems,data/maps/PetalburgWoods/scripts.inc | data/maps/RustboroCity/scripts.inc
dup_00904,"You're strong, but should I register\nyou in my POKéNAV?\lMaybe I shouldn't…\pOkay, sure, I will register you!$",2,Route104_Text_HaleyRegister1 | Route104_Text_HaleyRegister2,data/text/trainers.inc | data/text/trainers.inc
dup_00905,Your POKéMON appears to be in no\ncondition to take part in a CONTEST…$,2,LilycoveCity_ContestLobby_Text_MonInNoConditionForContest | LilycoveCity_ContestLobby_Text_MonInNoCondition2,data/scripts/contest_hall.inc | data/scripts/contest_hall.inc
dup_00906,Your feat will be recorded.\nI must ask you to briefly wait.$,2,BattleFrontier_BattlePalaceLobby_Text_FeatWillBeRecorded | VerdanturfTown_BattleTentLobby_Text_FeatWillBeRecorded,data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc | data/text/battle_tent.inc
dup_00907,Your final battle against TUCKER is\nnext. Are you ready?$,2,BattleFrontier_BattleDomePreBattleRoom_Text_ReadyForTuckerSilverShort | BattleFrontier_BattleDomePreBattleRoom_Text_ReadyForTuckerGoldShort,data/maps/BattleFrontier_BattleDomePreBattleRoom/scripts.inc | data/maps/BattleFrontier_BattleDomePreBattleRoom/scripts.inc
dup_00908,Your record will be saved.\nPlease wait.$,2,BattleFrontier_BattleDomeLobby_Text_RecordWillBeSaved | BattleFrontier_BattleTowerLobby_Text_RecordWillBeSaved,data/maps/BattleFrontier_BattleDomeLobby/scripts.inc | data/maps/BattleFrontier_BattleTowerLobby/scripts.inc
dup_00909,ZANGOOSE,2,nickname | inline_382,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00910,ZAPDOS,2,nickname | inline_147,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00911,ZIGZAGOON$,2,gTrickHouse_Mechadoll_Zigzagoon | gTrickHouse_Mechadoll_Zigzagoon2,data/text/trick_house_mechadolls.inc | data/text/trick_house_mechadolls.inc
dup_00912,ZUBAT$,2,gTrickHouse_Mechadoll_Zubat | gTrickHouse_Mechadoll_Zubat2,data/text/trick_house_mechadolls.inc | data/text/trick_house_mechadolls.inc
dup_00913,\n,4,gText_NewLine | sText_NewLine | sText_NewLine | gText_NewLine2,src/battle_message.c | src/berry_blender.c | src/data/trade.h | src/strings.c
dup_00914,and make a message.,2,gText_AndMakeAMessage | gText_AndMakeAMessage2,src/strings.c | src/strings.c
dup_00915,are,2,gText_Are | gText_Are2,src/battle_message.c | src/battle_message.c
dup_00916,at the BATTLE TOWER.,2,gRibbonDescriptionPart2_Winning | gRibbonDescriptionPart2_Victory,src/data/text/ribbon_descriptions.h | src/data/text/ribbon_descriptions.h
dup_00917,{252}{25}{0}{0}{0}{244}{5}{1}{252}{25}{13}{0}{0}{244}{6}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{124}{0}{0}{244}{7}{1}{252}{25}{74}{0}{0}{244}{8}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{43}{0}{0}{244}{7}{1}{252}{25}{44}{0}{0}{244}{8}{1},2,gText_SpAtk3 | gText_SpAtk4,src/strings.c | src/strings.c
dup_00918,{252}{25}{0}{0}{0}{244}{5}{1}{252}{25}{32}{0}{0}{244}{7}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{71}{1}{0}{244}{7}{1}{252}{25}{6}{0}{0}{244}{4}{1} {B_OPPONENT_MON1_NAME} {252}{25}{32}{0}{0}{244}{7}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{20}{0}{0}{244}{6}{1}{252}{25}{33}{2}{0}{244}{7}{1}{252}{25}{42}{0}{0}{244}{6}{1}!\p,2,sText_WildPkmnAppeared | sText_LegendaryPkmnAppeared,src/battle_message.c | src/battle_message.c
dup_00919,{252}{25}{0}{0}{0}{244}{5}{1}{252}{25}{32}{0}{0}{244}{7}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{3}{2}{0}{244}{7}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{130}{2}{0}{244}{7}{1},3,gText_ContinueMenuPokedex | gText_MenuPokedex | gText_SavingPokedex,src/strings.c | src/strings.c | src/strings.c
dup_00920,{252}{25}{111}{1}{0}{244}{10}{1}{252}{25}{47}{2}{0}{244}{6}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{37}{2}{0}{244}{9}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{203}{0}{0}{244}{7}{1}{252}{25}{8}{0}{0}{244}{6}{1}…\n{252}{25}{109}{1}{0}{244}{7}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{71}{0}{0}{244}{7}{1}{252}{25}{25}{0}{0}{244}{7}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{10}{0}{0}{244}{7}{1}{252}{25}{46}{1}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{12}{0}{0}{244}{4}{1}$,2,gText_SavingDontTurnOff | gText_SavingDontTurnOffPower,data/text/save.inc | data/text/save.inc
dup_00921,{252}{25}{117}{1}{0}{244}{11}{1}{252}{25}{4}{0}{0}{244}{6}{1}{252}{25}{109}{1}{0}{244}{7}{1}{252}{25}{0}{0}{0}{244}{5}{1}{252}{25}{32}{0}{0}{244}{7}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1}\n{252}{25}{31}{0}{0}{244}{7}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{45}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{39}{0}{0}{244}{6}{1}{252}{25}{41}{2}{0}{244}{8}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{171}{2}{0}{244}{6}{1}{252}{25}{80}{0}{0}{244}{6}{1}{252}{25}{48}{2}{0}{244}{6}{1}{252}{25}{23}{0}{0}{244}{9}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{40}{0}{0}{244}{5}{1},6,sSunStoneDesc | sMoonStoneDesc | sFireStoneDesc | sThunderStoneDesc | sWaterStoneDesc | sLeafStoneDesc,src/data/text/item_descriptions.h | src/data/text/item_descriptions.h | src/data/text/item_descriptions.h | src/data/text/item_descriptions.h | src/data/text/item_descriptions.h | src/data/text/item_descriptions.h
dup_00922,{252}{25}{126}{0}{0}{244}{7}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{9}{0}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{142}{1}{0}{244}{7}{1}{252}{25}{24}{0}{0}{244}{10}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{4}{2}{0}{244}{7}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{2}{0}{0}{244}{7}{1}{252}{25}{106}{1}{0}{244}{6}{1}{252}{25}{42}{0}{0}{244}{6}{1}!,2,gText_YourPartysFull | gText_PartyFull,src/strings.c | src/strings.c
dup_00923,{252}{25}{13}{0}{0}{244}{6}{1}{252}{25}{25}{0}{0}{244}{7}{1}{252}{25}{46}{0}{0}{244}{7}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{39}{0}{0}{244}{6}{1}{252}{25}{154}{0}{0}{244}{7}{1}{252}{25}{134}{0}{0}{244}{7}{1}{252}{25}{37}{0}{0}{244}{7}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{35}{0}{0}{244}{8}{1}{252}{25}{78}{1}{0}{244}{5}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{12}{0}{0}{244}{4}{1}\n{252}{25}{9}{0}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{0}{0}{0}{244}{5}{1}{252}{25}{32}{0}{0}{244}{7}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{154}{0}{0}{244}{7}{1}{252}{25}{10}{1}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1},2,sBeadMailDesc | sDreamMailDesc,src/data/text/item_descriptions.h | src/data/text/item_descriptions.h
dup_00924,{252}{25}{140}{1}{0}{244}{6}{1}{252}{25}{18}{0}{0}{244}{8}{1}{252}{25}{2}{0}{0}{244}{7}{1}{252}{25}{13}{0}{0}{244}{6}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{71}{0}{0}{244}{7}{1}{252}{25}{25}{0}{0}{244}{7}{1}{252}{25}{32}{0}{0}{244}{7}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{7}{0}{0}{244}{5}{1}{252}{25}{210}{1}{0}{244}{7}{1}\n{252}{25}{37}{0}{0}{244}{7}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{39}{0}{0}{244}{6}{1}{252}{25}{4}{0}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{21}{1}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{105}{1}{0}{244}{5}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{12}{0}{0}{244}{4}{1},4,sRoom1KeyDesc | sRoom2KeyDesc | sRoom4KeyDesc | sRoom6KeyDesc,src/data/text/item_descriptions.h | src/data/text/item_descriptions.h | src/data/text/item_descriptions.h | src/data/text/item_descriptions.h
dup_00925,{252}{25}{141}{2}{0}{244}{6}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{79}{1}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1},2,gText_ContinueMenuPlayer | gText_SavingPlayer,src/strings.c | src/strings.c
dup_00926,{252}{25}{26}{0}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{178}{0}{0}{244}{8}{1}{252}{25}{10}{1}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1} {DYNAMIC 0} {252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{248}{1}{0}{244}{6}{1}.,2,gText_PkmnIsSelected | gText_ItemIsNowHeld,src/strings.c | src/strings.c
dup_00927,{252}{25}{27}{0}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{33}{2}{0}{244}{7}{1}{252}{25}{42}{0}{0}{244}{6}{1},2,gText_NoEntry | gText_MenuRetire,src/strings.c | src/strings.c
dup_00928,{252}{25}{2}{0}{0}{244}{7}{1}{252}{25}{66}{1}{0}{244}{7}{1} {B_DEF_NAME_WITH_PREFIX}\n{252}{25}{46}{0}{0}{244}{7}{1}{252}{25}{47}{2}{0}{244}{6}{1}{252}{25}{31}{0}{0}{244}{7}{1}{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{76}{1}{0}{244}{7}{1}{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{92}{1}{0}{244}{7}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{35}{0}{0}{244}{8}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{7}{0}{0}{244}{5}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{140}{0}{0}{244}{6}{1}{252}{25}{39}{0}{0}{244}{6}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{0}{0}{0}{244}{5}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{41}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{46}{0}{0}{244}{7}{1}{252}{25}{41}{0}{0}{244}{6}{1}!,2,sText_PkmnCantSleepInUproar | sText_PkmnCantSleepInUproar2,src/battle_message.c | src/battle_message.c
dup_00929,{252}{25}{35}{0}{0}{244}{8}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{160}{1}{0}{244}{6}{1}{252}{25}{28}{0}{0}{244}{7}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{39}{0}{0}{244}{6}{1}{252}{25}{111}{1}{0}{244}{10}{1}{252}{25}{47}{2}{0}{244}{6}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{0}{0}{0}{244}{5}{1}{252}{25}{46}{0}{0}{244}{7}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{7}{0}{0}{244}{5}{1}{252}{25}{46}{0}{0}{244}{7}{1}{252}{25}{221}{2}{0}{244}{11}{1}.,2,sText_SandstormRages | sText_SandstormIsRaging,src/battle_message.c | src/battle_message.c
