table,index,source_offset_hex,entry_size,source_hex,source_jp,translation_th,status,compiled_length_current_pipeline,max_width_estimate_px,glyph_pages,fits_fixed_entry_current_pipeline,compile_status,translator_note
SPECIES,324,0x00204450,6,65 6F 8E 7E FF 00,ナマズン,นามาซุน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,325,0x00204456,6,77 98 56 5D FF 00,ラブカス,เลิฟคัส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,326,0x0020445C,6,6D 52 87 66 FF 00,ヘイガニ,เฮกานิ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,327,0x00204462,6,5C 8C 78 87 AE FF,シザリガー,ชิซาริเกอร์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,328,0x00204468,6,6B 7E 96 5D FF 00,ヒンバス,ฮินบัส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,329,0x0020446E,6,70 7B 56 7B 5D FF,ミロカロス,มิโลคารอส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,330,0x00204474,6,57 96 66 51 FF 00,キバニア,คิบาเนีย,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,331,0x0020447A,6,5B 72 6A 91 AE FF,サメハダー,ซาเมฮาดา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,332,0x00204480,6,65 A0 58 77 AE FF,ナックラー,นักคลา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,333,0x00204486,6,97 98 77 AE 96 FF,ビブラーバ,บิบราบา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,334,0x0020448C,6,6C 77 52 8B 7E FF,フライゴン,ฟลายกอน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,335,0x00204492,6,6F 58 69 5C 60 FF,マクノシタ,มาคุโนชิตะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,336,0x00204498,6,6A 78 63 74 6F FF,ハリテヤマ,ฮาริเทยามะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,337,0x0020449E,6,77 58 77 52 FF 00,ラクライ,ราคุไร,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,338,0x002044A4,6,77 52 9A 79 64 FF,ライボルト,ไรโบลต์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,339,0x002044AA,6,95 7E 72 79 FF 00,ドンメル,ดอนเมล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,340,0x002044B0,6,96 58 AE 91 FF 00,バクーダ,บาคูดา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,341,0x002044B6,6,60 6F 8C 77 5C FF,タマザラシ,ทามาซาราชิ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,342,0x002044BC,6,64 95 89 77 AE FF,トドグラー,โทโดกุรา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,343,0x002044C2,6,64 95 8F 79 87 FF,トドゼルガ,โทโดเซรุกา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,344,0x002044C8,6,5B 9A 68 51 FF 00,サボネア,ซาโบเนีย,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,345,0x002044CE,6,69 58 60 5D FF 00,ノクタス,โนคทัส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,346,0x002044D4,6,75 57 7C 77 5C FF,ユキワラシ,ยูกิวาราชิ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,347,0x002044DA,6,55 66 8B AE 78 FF,オニゴーリ,โอนิโกริ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,348,0x002044E0,6,79 65 64 AE 7E FF,ルナトーン,ลูนาโทน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,349,0x002044E6,6,5F 79 7B A0 58 FF,ソルロック,โซลร็อก,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,350,0x002044EC,6,79 78 78 FF 00 00,ルリリ,รูริริ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,351,0x002044F2,6,96 68 98 AE FF 00,バネブー,บาเนบู,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,352,0x002044F8,6,98 AE 9C A0 89 FF,ブーピッグ,บูพิก,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,353,0x002044FE,6,9D 77 5D 79 FF 00,プラスル,พลัสเซิล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,354,0x00204504,6,6F 52 65 7E FF 00,マイナン,ไมนัน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,355,0x0020450A,6,58 61 AE 64 FF 00,クチート,คุชีต,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,356,0x00204510,6,51 5B 65 7E FF 00,アサナン,อาซานัน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,357,0x00204516,6,61 84 AE 7A 71 FF,チャーレム,ชาเรม,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,358,0x0020451C,6,61 79 A0 64 FF 00,チルット,ชิรุตโตะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,359,0x00204522,6,61 79 60 78 5D FF,チルタリス,ชิรุตาริส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,360,0x00204528,6,5F AE 65 69 FF 00,ソーナノ,โซนาโนะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,361,0x0020452E,6,76 6F 7C 79 FF 00,ヨマワル,โยมาวารุ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,362,0x00204534,6,5B 6F 76 AE 79 FF,サマヨール,ซามาโยล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,363,0x0020453A,6,7B 8F 78 51 FF 00,ロゼリア,โรเซเลีย,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,364,0x00204540,6,65 6F 59 7B FF 00,ナマケロ,นามาเคโร,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,365,0x00204546,6,74 79 57 73 69 FF,ヤルキモノ,ยารุกิโมโนะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,366,0x0020454C,6,59 A0 57 7E 89 FF,ケッキング,เค็กคิง,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,367,0x00204552,6,8B 58 78 7E FF 00,ゴクリン,โกคุริน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,368,0x00204558,6,6F 79 69 AE 71 FF,マルノーム,มารุโนม,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,369,0x0020455E,6,64 7B 9C 53 5D FF,トロピウス,โทรเปียส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,370,0x00204564,6,8B 66 86 66 86 FF,ゴニョニョ,โกเนียวเนียว,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,371,0x0020456A,6,95 8B AE 71 FF 00,ドゴーム,โดโกม,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,372,0x00204570,6,96 58 55 7E 89 FF,バクオング,บาคุอง,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,373,0x00204576,6,9B AE 79 79 FF 00,パールル,พาร์ลูล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,374,0x0020457C,6,6A 7E 63 AE 79 FF,ハンテール,ฮันเทล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,375,0x00204582,6,5B 58 77 97 5D FF,サクラビス,ซากุราบิส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,376,0x00204588,6,51 98 5F 79 FF 00,アブソル,แอบโซล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,377,0x0020458E,6,56 8A 9A 53 8E FF,カゲボウズ,คาเงโบซึ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,378,0x00204594,6,8D 85 9E A0 60 FF,ジュペッタ,จูเพ็ตตะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,379,0x0020459A,6,6A 98 68 AE 58 FF,ハブネーク,ฮาบูเนก,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,380,0x002045A0,6,8C 7E 89 AE 5D FF,ザングース,ซังกูส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,381,0x002045A6,6,8D AE 77 7E 5D FF,ジーランス,จีแรนส์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,382,0x002045AC,6,5A 5A 95 77 FF 00,ココドラ,โคโคโดรา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,383,0x002045B2,6,5A 95 77 FF 00 00,コドラ,โคโดรา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,384,0x002045B8,6,9A 5D 8B 95 77 FF,ボスゴドラ,บอสโกโดรา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,385,0x002045BE,6,9F 7C 79 7E FF 00,ポワルン,โพวารุน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,386,0x002045C4,6,96 79 97 AE 64 FF,バルビート,บัลบีต,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,387,0x002045CA,6,52 79 70 AE 8F FF,イルミーゼ,อิลลูมิเซะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,388,0x002045D0,6,78 78 AE 77 FF 00,リリーラ,ริลีรา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,389,0x002045D6,6,75 7A 52 95 79 FF,ユレイドル,ยูเรดอล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,390,0x002045DC,6,51 69 9D 5D FF 00,アノプス,อาโนปส์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,391,0x002045E2,6,51 AE 6F 79 95 FF,アーマルド,อาร์มาลโด,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,392,0x002045E8,6,77 79 64 5D FF 00,ラルトス,ราลทอส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,393,0x002045EE,6,57 79 78 51 FF 00,キルリア,คิรูเรีย,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,394,0x002045F4,6,5B AE 65 52 64 FF,サーナイト,ซาไนต์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,395,0x002045FA,6,60 62 99 52 FF 00,タツベイ,ทัตสึเบ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,396,0x00204600,6,5A 73 79 AE FF 00,コモルー,โคโมรู,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,397,0x00204606,6,9A AE 6F 7E 91 FF,ボーマンダ,โบมันดา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,398,0x0020460C,6,91 7E 96 79 FF 00,ダンバル,ดันบัล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,399,0x00204612,6,72 60 7E 89 FF 00,メタング,เมแทง,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,400,0x00204618,6,72 60 89 7B 5D FF,メタグロス,เมตากรอส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,401,0x0020461E,6,7A 8D 7B A0 58 FF,レジロック,เรจิร็อก,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,402,0x00204624,6,7A 8D 51 52 5D FF,レジアイス,เรจิไอซ์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,403,0x0020462A,6,7A 8D 5D 61 79 FF,レジスチル,เรจิสตีล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,404,0x00204630,6,56 52 55 AE 87 FF,カイオーガ,ไคโอกา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,405,0x00204636,6,89 77 AE 95 7E FF,グラードン,กราดอน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,406,0x0020463C,6,7A A0 58 53 8C FF,レックウザ,เร็คคูซา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,407,0x00204642,6,77 63 80 51 5D FF,ラティアス,ลาเทียส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,408,0x00204648,6,77 63 80 55 5D FF,ラティオス,ลาทิออส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,409,0x0020464E,6,8D 77 AE 61 FF 00,ジラーチ,จิราชิ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,410,0x00204654,6,94 55 57 5C 5D FF,デオキシス,ดีออกซิส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,411,0x0020465A,6,61 78 AE 7E FF 00,チリーン,ชิริน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
